Time,FT1,FT2,FT3,FT4,FT5,FT6
11:06:46:398713,0,0,0,0,0,0
11:06:46:403858,0,0,0,0,0,0
11:06:46:409420,0,0,0,0,0,0
11:06:46:414507,0,0,0,0,0,0
11:06:46:420015,0,0,0,0,0,0
11:06:46:425170,0,0,0,0,0,0
11:06:46:430326,0,0,0,0,0,0
11:06:46:435799,0,0,0,0,0,0
11:06:46:441371,0,0,0,0,0,0
11:06:46:446946,0,0,0,0,0,0
11:06:46:452509,0,0,0,0,0,0
11:06:46:458096,0,0,0,0,0,0
11:06:46:463618,0,0,0,0,0,0
11:06:46:469249,0,0,0,0,0,0
11:06:46:474428,0,0,0,0,0,0
11:06:46:479989,0,0,0,0,0,0
11:06:46:485615,0,0,0,0,0,0
11:06:46:491083,0,0,0,0,0,0
11:06:46:496681,0,0,0,0,0,0
11:06:46:501817,0,0,0,0,0,0
11:06:46:506919,0,0,0,0,0,0
11:06:46:511982,0,0,0,0,0,0
11:06:46:517048,0,0,0,0,0,0
11:06:46:522111,0,0,0,0,0,0
11:06:46:527211,0,0,0,0,0,0
11:06:46:532324,0,0,0,0,0,0
11:06:46:537505,0,0,0,0,0,0
11:06:46:542784,0,0,0,0,0,0
11:06:46:548156,0,0,0,0,0,0
11:06:46:553374,0,0,0,0,0,0
11:06:46:558576,0,0,0,0,0,0
11:06:46:563792,0,0,0,0,0,0
11:06:46:568955,0,0,0,0,0,0
11:06:46:574522,0,0,0,0,0,0
11:06:46:579613,0,0,0,0,0,0
11:06:46:584766,0,0,0,0,0,0
11:06:46:589938,0,0,0,0,0,0
11:06:46:595388,0,0,0,0,0,0
11:06:46:600580,0,0,0,0,0,0
11:06:46:605695,0,0,0,0,0,0
11:06:46:611188,0,0,0,0,0,0
11:06:46:616901,0,0,0,0,0,0
11:06:46:622014,0,0,0,0,0,0
11:06:46:627428,0,0,0,0,0,0
11:06:46:632516,0,0,0,0,0,0
11:06:46:637665,0,0,0,0,0,0
11:06:46:643056,0,0,0,0,0,0
11:06:46:648179,0,0,0,0,0,0
11:06:46:653306,0.148,0.008,-0.212,0,-0.001,0.002
11:06:46:658456,0.11,-0.023,-0.122,0,0,0.002
11:06:46:663621,0.07,-0.046,-0.103,-0.001,0,0.002
11:06:46:668787,0.073,-0.021,-0.203,-0.001,0,0.003
11:06:46:673964,0.097,0.034,-0.318,-0.001,0,0.004
11:06:46:679093,0.09,0.025,-0.161,0,0,0.002
