Time,FT1,FT2,FT3,FT4,FT5,FT6
11:06:16:202924,0,0,0,0,0,0
11:06:16:208076,0,0,0,0,0,0
11:06:16:213232,0,0,0,0,0,0
11:06:16:218311,0,0,0,0,0,0
11:06:16:223489,0,0,0,0,0,0
11:06:16:229138,0,0,0,0,0,0
11:06:16:234442,0,0,0,0,0,0
11:06:16:239701,0,0,0,0,0,0
11:06:16:245267,0,0,0,0,0,0
11:06:16:250594,0,0,0,0,0,0
11:06:16:256162,0,0,0,0,0,0
11:06:16:261727,0,0,0,0,0,0
11:06:16:267291,0,0,0,0,0,0
11:06:16:272444,0,0,0,0,0,0
11:06:16:277939,0,0,0,0,0,0
11:06:16:283383,0,0,0,0,0,0
11:06:16:289015,0,0,0,0,0,0
11:06:16:294449,0,0,0,0,0,0
11:06:16:300087,0,0,0,0,0,0
11:06:16:305207,0,0,0,0,0,0
11:06:16:310330,0,0,0,0,0,0
11:06:16:315438,0,0,0,0,0,0
11:06:16:320548,0,0,0,0,0,0
11:06:16:325634,0,0,0,0,0,0
11:06:16:330703,0,0,0,0,0,0
11:06:16:335787,0,0,0,0,0,0
11:06:16:340860,0,0,0,0,0,0
11:06:16:345923,0,0,0,0,0,0
11:06:16:350987,0,0,0,0,0,0
11:06:16:356354,0,0,0,0,0,0
11:06:16:361615,0,0,0,0,0,0
11:06:16:367092,0,0,0,0,0,0
11:06:16:372781,0,0,0,0,0,0
11:06:16:377903,0,0,0,0,0,0
11:06:16:382964,0,0,0,0,0,0
11:06:16:388058,0,0,0,0,0,0
11:06:16:393626,0,0,0,0,0,0
11:06:16:398809,0,0,0,0,0,0
11:06:16:403971,0,0,0,0,0,0
11:06:16:409137,0,0,0,0,0,0
11:06:16:414459,0,0,0,0,0,0
11:06:16:419959,0,0,0,0,0,0
11:06:16:425622,0,0,0,0,0,0
11:06:16:431153,0,0,0,0,0,0
11:06:16:436502,0,0,0,0,0,0
11:06:16:442091,0,0,0,0,0,0
11:06:16:447656,0,0,0,0,0,0
11:06:16:452811,0,0,0,0,0,0
11:06:16:458441,0,0,0,0,0,0
11:06:16:464052,0,0,0,0,0,0
11:06:16:469684,0,0,0,0,0,0
11:06:16:475271,0,0,0,0,0,0
11:06:16:480430,0,0,0,0,0,0
11:06:16:486053,0,0,0,0,0,0
11:06:16:491686,0,0,0,0,0,0
11:06:16:496859,0,0,0,0,0,0
11:06:16:502500,0,0,0,0,0,0
11:06:16:507685,0,0,0,0,0,0
11:06:16:513179,0,0,0,0,0,0
11:06:16:518252,0,0,0,0,0,0
11:06:16:523428,0,0,0,0,0,0
11:06:16:528579,0,0,0,0,0,0
11:06:16:533649,0,0,0,0,0,0
11:06:16:538806,0,0,0,0,0,0
11:06:16:544362,0,0,0,0,0,0
11:06:16:549821,0,0,0,0,0,0
11:06:16:555390,0,0,0,0,0,0
11:06:16:560467,0,0,0,0,0,0
11:06:16:566031,0,0,0,0,0,0
11:06:16:571596,0,0,0,0,0,0
11:06:16:576753,0,0,0,0,0,0
11:06:16:581907,0,0,0,0,0,0
11:06:16:587070,0,0,0,0,0,0
11:06:16:592224,0,0,0,0,0,0
11:06:16:597396,0,0,0,0,0,0
11:06:16:602478,0,0,0,0,0,0
11:06:16:607555,0,0,0,0,0,0
11:06:16:613117,0,0,0,0,0,0
11:06:16:618195,0,0,0,0,0,0
11:06:16:623275,0,0,0,0,0,0
11:06:16:628809,0,0,0,0,0,0
11:06:16:633883,0,0,0,0,0,0
11:06:16:638980,0.103,-0.069,-0.039,0,-0.003,0
11:06:16:644594,0.108,-0.043,-0.042,0,-0.003,0
11:06:16:650149,0.098,0.019,-0.215,0,-0.002,0.001
11:06:16:655458,0.076,0.045,-0.384,0,-0.002,0.002
11:06:16:660542,0.082,0.013,-0.319,0,-0.003,0.001
11:06:16:665694,0.102,-0.011,-0.191,0,-0.004,0
11:06:16:670834,0.12,-0.018,-0.027,0,-0.004,0
11:06:16:675986,0.112,-0.008,0.049,0,-0.004,-0.001
11:06:16:681153,0.1,-0.013,0.164,0,-0.004,-0.001
11:06:16:686314,0.11,-0.033,0.209,0,-0.004,-0.001
11:06:16:691456,0.13,-0.053,0.109,0.001,-0.005,0
11:06:16:696865,0.123,-0.04,-0.071,0.001,-0.005,0
11:06:16:702049,0.083,-0.001,-0.358,0,-0.003,0.002
11:06:16:707206,0.057,0.008,-0.431,0,-0.001,0.002
11:06:16:712319,0.051,-0.012,-0.199,0,-0.001,0
11:06:16:717449,0.034,-0.022,0.044,0,-0.001,-0.001
11:06:16:722709,0.001,-0.019,0.245,0,-0.001,-0.004
11:06:16:727842,-0.049,-0.006,0.302,-0.001,0,-0.005
11:06:16:733012,-0.051,-0.009,0.096,-0.001,0,-0.004
11:06:16:738179,-0.021,-0.018,-0.061,-0.001,0,-0.002
11:06:16:743337,0.037,-0.02,-0.177,0,-0.001,0
11:06:16:748456,0.066,-0.013,-0.14,0,-0.002,0
11:06:16:753626,0.062,-0.019,-0.058,0,-0.002,0
11:06:16:758732,0.037,-0.049,0.108,0,-0.002,-0.001
11:06:16:763903,0.018,-0.064,0.221,0,-0.002,-0.001
11:06:16:769063,-0.003,-0.051,0.335,0,-0.003,-0.002
11:06:16:774203,-0.008,-0.024,0.334,0,-0.002,-0.002
11:06:16:779372,0.004,0.016,0.167,0,-0.002,-0.001
11:06:16:784449,0.024,0.033,-0.029,0,-0.001,0
11:06:16:789873,0.036,0.048,-0.247,0,-0.002,0.002
11:06:16:794989,0.005,0.038,-0.12,0,-0.002,0.001
11:06:16:800167,-0.024,0.007,0.122,0,-0.001,0
11:06:16:805331,-0.05,-0.06,0.394,0,-0.001,-0.002
11:06:16:810405,-0.049,-0.097,0.303,0,-0.001,-0.002
11:06:16:815573,-0.046,-0.087,0.14,0,-0.001,0
11:06:16:820650,-0.045,-0.053,0.039,0,-0.001,0
11:06:16:825813,-0.042,-0.046,0.109,0,-0.001,0
11:06:16:830992,-0.036,-0.061,0.242,0,-0.001,-0.001
11:06:16:836160,-0.035,-0.071,0.256,0,-0.001,-0.001
11:06:16:841319,-0.028,-0.067,0.193,0,-0.001,-0.001
11:06:16:846426,-0.011,-0.057,0.157,0,-0.002,0
11:06:16:851598,0.016,-0.046,0.141,0,-0.002,0
11:06:16:856771,0.017,-0.043,0.128,0,-0.002,-0.001
11:06:16:861928,-0.004,-0.05,0.086,0,-0.002,-0.001
11:06:16:867236,-0.009,-0.073,0.057,0,-0.002,-0.001
11:06:16:872366,0.005,-0.089,0.068,-0.001,-0.001,-0.001
11:06:16:877536,0.001,-0.077,0.089,-0.001,-0.001,-0.001
11:06:16:882705,-0.026,-0.035,0.116,-0.001,-0.001,-0.001
11:06:16:887873,-0.038,-0.018,0.111,-0.001,-0.001,-0.001
11:06:16:892977,-0.031,-0.04,0.069,0,-0.002,0
11:06:16:898130,-0.025,-0.072,0.062,0,-0.003,0
11:06:16:903284,-0.033,-0.089,0.147,0,-0.002,0
11:06:16:908341,-0.039,-0.045,0.234,0.001,-0.002,0
11:06:16:913509,-0.037,0,0.192,0.001,-0.002,0
11:06:16:918583,-0.039,0.041,0.016,0.002,-0.002,0
11:06:16:923749,-0.044,0.04,-0.043,0.002,-0.002,0
11:06:16:928917,-0.032,0.006,0.072,0.002,-0.002,0
11:06:16:934088,0.013,-0.039,0.254,0.001,-0.003,-0.002
11:06:16:939253,0.048,-0.065,0.279,0.001,-0.004,-0.002
11:06:16:944426,0.073,-0.082,0.161,0.001,-0.004,-0.001
11:06:16:949600,0.065,-0.067,0.052,0,-0.004,-0.001
11:06:16:954672,0.027,-0.014,-0.035,0,-0.003,-0.001
11:06:16:959873,-0.003,0.017,-0.009,0,-0.003,-0.001
11:06:16:965044,-0.032,0.013,0.142,0,-0.002,-0.001
11:06:16:970245,-0.015,-0.035,0.293,0,-0.003,-0.002
11:06:16:975318,0.01,-0.051,0.311,0,-0.003,-0.002
11:06:16:980459,0.027,-0.021,0.204,0.001,-0.003,-0.002
