Time,FT1,FT2,FT3,FT4,FT5,FT6
11:07:17:969203,-0.008,-0.022,0.174,0,0,-0.001
11:07:17:974324,-0.014,-0.039,0.298,0,0,-0.003
11:07:17:979431,0.009,-0.026,0.174,0,0,-0.001
11:07:17:984592,0.023,0,0.026,0,0.001,0
11:07:17:989706,0.02,0.031,-0.14,0,0.001,0.001
11:07:17:994872,0.008,0.028,-0.161,0,0.001,0.001
11:07:17:999992,-0.003,-0.001,-0.078,0,0.001,0
11:07:18:5068,0.003,-0.014,-0.017,0,0.001,0
11:07:18:10219,0.023,-0.004,-0.014,0,0.001,0.001
11:07:18:15322,0.024,0.01,-0.071,0,0,0.002
11:07:18:20496,0.013,-0.002,-0.075,0,0,0.001
11:07:18:25780,0.006,-0.043,-0.015,0,0,0
11:07:18:30951,0.012,-0.058,0.02,0,0,0
11:07:18:36105,0.027,-0.04,0,0,0,0
11:07:18:41195,0.038,-0.017,-0.066,0,0,0.001
11:07:18:46503,0.059,-0.002,-0.195,0,0,0.002
11:07:18:51670,0.069,-0.001,-0.276,0,0,0.003
11:07:18:56806,0.05,0.012,-0.283,0,0,0.003
11:07:18:61892,-0.002,0.049,-0.279,0,0,0.002
11:07:18:67043,-0.029,0.058,-0.298,0,0.001,0.003
11:07:18:72142,-0.03,0.028,-0.287,0,0.002,0.003
11:07:18:77231,-0.019,-0.007,-0.174,0,0.002,0.002
11:07:18:82389,-0.019,-0.039,0.13,0,0.002,0
11:07:18:87534,-0.038,-0.023,0.331,0,0.001,0
11:07:18:92699,-0.047,0,0.311,0.001,0.002,0
11:07:18:97775,-0.038,0.026,0.162,0.002,0.002,0
11:07:18:102927,-0.018,0.033,0.079,0.002,0.002,0.001
11:07:18:108016,0.016,0.043,-0.025,0.002,0.002,0.001
11:07:18:113117,0.026,0.077,-0.195,0.003,0.001,0.003
11:07:18:118458,0.013,0.103,-0.306,0.004,0,0.003
11:07:18:123636,-0.018,0.101,-0.318,0.003,0,0.002
11:07:18:128804,-0.028,0.061,-0.203,0.003,0.001,0.002
11:07:18:133981,-0.013,-0.017,0.006,0.001,0.001,0.001
11:07:18:139154,0.01,-0.042,0.063,0,0.001,0.001
11:07:18:144306,0.039,-0.017,-0.004,0,0,0.001
11:07:18:149435,0.04,0.02,-0.052,0,0,0.002
11:07:18:154697,0.027,0.016,0.021,0,0,0.002
11:07:18:159830,0.004,-0.019,0.154,-0.001,0,0.001
11:07:18:164983,-0.003,-0.027,0.104,-0.001,0.001,0.002
11:07:18:170155,0,0.007,-0.173,0,0.001,0.004
11:07:18:175234,0.011,0.046,-0.282,0,0.001,0.004
11:07:18:180384,0.014,0.044,-0.119,0,0.001,0.003
11:07:18:185542,0.004,0.006,0.233,0,0.001,0
11:07:18:190614,-0.008,-0.017,0.321,0,0.001,-0.001
11:07:18:195779,-0.018,-0.029,0.147,0,0.002,0
11:07:18:200947,-0.015,-0.024,-0.048,0,0.002,0.001
11:07:18:206124,-0.01,-0.012,-0.249,0.001,0.003,0.003
11:07:18:211198,-0.014,-0.003,-0.263,0,0.003,0.003
11:07:18:216375,-0.014,-0.002,-0.189,0,0.003,0.002
11:07:18:221458,-0.01,-0.006,-0.04,0,0.002,0.001
11:07:18:226624,-0.019,-0.008,0.019,0,0.002,0.001
11:07:18:231790,-0.06,-0.003,-0.012,0,0.001,0.001
11:07:18:236952,-0.08,0.004,-0.096,0,0.001,0.002
11:07:18:242120,-0.042,0.013,-0.218,0,0.001,0.003
11:07:18:247249,0.045,0.011,-0.224,0.001,0,0.003
11:07:18:252428,0.076,0.007,-0.149,0.001,0,0.002
11:07:18:257598,0.049,0.017,-0.022,0.002,0,0
11:07:18:262727,0.019,0.041,-0.021,0.002,0.001,0
11:07:18:267896,0.016,0.082,-0.175,0.002,0.001,0.001
11:07:18:273063,0.034,0.094,-0.286,0.002,0.001,0.002
11:07:18:278214,0.038,0.07,-0.271,0.001,0,0.002
11:07:18:283354,0.009,0.015,-0.071,0,0,0
11:07:18:288425,0.003,-0.016,0.025,0,0,0
11:07:18:293493,0.042,-0.028,-0.007,0,0,0
11:07:18:298654,0.077,-0.01,-0.089,0,0,0
11:07:18:303808,0.092,0.029,-0.105,0,0,0.001
11:07:18:308984,0.069,0.046,-0.015,0,0,0
11:07:18:314283,0.027,0.04,0.122,0,0,-0.001
11:07:18:319453,0.018,0.026,0.114,0,0,0
11:07:18:324955,0.032,0.018,-0.036,0,0,0
11:07:18:330130,0.038,0.041,-0.143,0,0,0.001
11:07:18:335366,0.021,0.06,-0.126,0,0,0.001
11:07:18:340882,-0.013,0.073,-0.079,0.001,0,0
11:07:18:346053,-0.015,0.071,-0.159,0.001,0,0.001
11:07:18:351206,0.013,0.073,-0.245,0.001,0.001,0.002
11:07:18:356375,0.073,0.071,-0.238,0.001,0,0.002
11:07:18:361543,0.105,0.038,-0.031,0,0,0.001
11:07:18:366711,0.099,0.005,0.118,0,0,0
11:07:18:371889,0.065,-0.019,0.221,0.001,-0.001,-0.001
11:07:18:377041,0.044,-0.008,0.201,0.001,-0.001,-0.001
11:07:18:382188,0.031,0.028,0.072,0.001,-0.001,0
11:07:18:387267,0.039,0.042,-0.122,0,0,0.001
11:07:18:392427,0.04,0.032,-0.204,0,0,0.002
11:07:18:397591,0.011,0.012,-0.115,0,0,0.001
11:07:18:402758,-0.022,0.007,0.043,0,0,0
11:07:18:407923,-0.05,0.014,0.145,0,0.001,-0.001
11:07:18:413064,-0.034,0.024,0.028,0.001,0.001,0
11:07:18:418224,0.021,0.036,-0.221,0.001,0.001,0.002
11:07:18:423368,0.052,0.042,-0.215,0.002,0.001,0.003
11:07:18:428543,0.043,0.047,-0.086,0.002,0.001,0.002
11:07:18:433709,0.01,0.058,0.033,0.001,0.001,0.001
11:07:18:438873,-0.007,0.056,0.026,0.001,0.002,0.001
11:07:18:444035,-0.02,0.02,0.061,0.001,0.001,0
11:07:18:449175,-0.021,-0.025,0.165,0.001,0.001,0
11:07:18:454330,-0.008,-0.08,0.277,0,0,-0.001
11:07:18:459640,0.013,-0.08,0.22,0,0,0
11:07:18:464810,0.054,-0.022,0.019,0,0,0
11:07:18:469967,0.065,0.039,-0.047,0,0,0.001
11:07:18:475171,0.047,0.045,0.02,0,0,0
11:07:18:480294,0.013,0.014,0.079,0.001,0,0
11:07:18:485434,0.015,0.005,-0.029,0.001,0,0.001
11:07:18:490581,0.054,0.041,-0.331,0.002,0,0.003
11:07:18:495748,0.073,0.074,-0.427,0.002,0,0.004
11:07:18:500910,0.043,0.059,-0.275,0.001,0,0.003
11:07:18:506076,-0.035,0.002,0.055,0.001,0,0
11:07:18:511209,-0.073,-0.019,0.158,0.001,0,0
11:07:18:516377,-0.071,-0.009,0.064,0.001,0,-0.001
11:07:18:521460,-0.033,0.01,-0.139,0.002,0.001,0
11:07:18:526634,-0.017,0.013,-0.237,0.002,0,0.001
11:07:18:531799,-0.018,0.019,-0.268,0.001,0,0.002
11:07:18:536968,-0.021,0.027,-0.196,0.001,0,0.001
11:07:18:542135,0.001,0.026,-0.008,0,0,0
11:07:18:547286,0.057,0,0.082,0,0,-0.001
11:07:18:552463,0.089,-0.019,0.035,0,0,0
11:07:18:557550,0.098,-0.023,-0.067,0,-0.001,0.001
11:07:18:562716,0.078,-0.011,-0.07,0,-0.001,0.001
11:07:18:567887,0.045,0.01,-0.009,0.001,-0.001,0
11:07:18:573408,0.034,0.018,0.002,0.001,-0.001,0
11:07:18:578584,0.024,0.02,-0.016,0.001,-0.001,0
11:07:18:583748,0.005,0.014,0.009,0.001,0,0
11:07:18:588915,-0.002,0.014,0.019,0.001,0,-0.001
11:07:18:594077,0.012,0.03,-0.08,0.001,0,0
11:07:18:599486,0.031,0.052,-0.194,0.002,0,0
11:07:18:604629,0.038,0.086,-0.274,0.002,-0.001,0
11:07:18:609799,0.015,0.105,-0.21,0.003,-0.001,0
11:07:18:614971,0.001,0.107,-0.163,0.003,0,-0.001
11:07:18:620141,-0.004,0.096,-0.158,0.004,0,-0.001
11:07:18:625218,-0.006,0.079,-0.191,0.003,-0.001,-0.001
11:07:18:630387,-0.012,0.075,-0.213,0.003,-0.001,-0.002
11:07:18:635556,-0.022,0.076,-0.218,0.002,-0.001,-0.002
11:07:18:640728,-0.034,0.068,-0.169,0.002,0,-0.003
11:07:18:645898,-0.065,0.039,-0.023,0,0,-0.004
11:07:18:651065,-0.084,0.025,0.058,0,0,-0.004
11:07:18:656219,-0.077,0.029,0.083,0,0,-0.004
11:07:18:661339,-0.01,0.029,0.076,0,-0.001,-0.002
11:07:18:666492,0.047,0.006,0.097,0,-0.001,-0.001
11:07:18:671607,0.104,-0.042,0.077,0,-0.002,0
11:07:18:676675,0.108,-0.058,-0.017,0,-0.002,0
11:07:18:681739,0.082,-0.044,-0.172,0,-0.002,0
11:07:18:686886,0.068,-0.029,-0.183,0,-0.002,0
11:07:18:692062,0.07,-0.033,-0.046,0,-0.002,-0.001
11:07:18:697235,0.061,-0.076,0.107,-0.001,-0.002,-0.001
11:07:18:702308,0.027,-0.111,0.145,-0.001,-0.002,-0.002
11:07:18:707380,-0.046,-0.141,0.076,-0.001,-0.001,-0.002
11:07:18:712551,-0.074,-0.137,-0.04,-0.002,-0.001,-0.002
11:07:18:717709,-0.072,-0.123,-0.177,-0.002,-0.001,-0.001
11:07:18:722859,-0.043,-0.125,-0.295,-0.003,0,0
11:07:18:728026,-0.052,-0.189,-0.207,-0.004,0,-0.001
11:07:18:733154,-0.114,-0.275,-0.022,-0.005,0,-0.004
11:07:18:738316,-0.151,-0.305,0.048,-0.006,0.002,-0.006
11:07:18:743678,-0.161,-0.303,0.031,-0.006,0.003,-0.007
11:07:18:748845,-0.125,-0.256,-0.139,-0.006,0.004,-0.006
11:07:18:754022,-0.1,-0.211,-0.331,-0.006,0.005,-0.004
11:07:18:759155,-0.137,-0.209,-0.349,-0.006,0.005,-0.004
11:07:18:764315,-0.175,-0.226,-0.268,-0.006,0.006,-0.006
11:07:18:769474,-0.192,-0.243,-0.181,-0.006,0.006,-0.007
11:07:18:774903,-0.174,-0.24,-0.206,-0.006,0.006,-0.007
11:07:18:780025,-0.147,-0.239,-0.253,-0.007,0.006,-0.006
11:07:18:785209,-0.148,-0.27,-0.174,-0.008,0.007,-0.006
11:07:18:790373,-0.145,-0.291,-0.123,-0.009,0.007,-0.006
11:07:18:795467,-0.104,-0.285,-0.201,-0.009,0.007,-0.005
11:07:18:800633,-0.068,-0.261,-0.301,-0.009,0.006,-0.003
11:07:18:805698,-0.053,-0.242,-0.313,-0.011,0.005,0
11:07:18:810857,-0.073,-0.254,-0.227,-0.012,0.005,0
11:07:18:816019,-0.104,-0.283,-0.156,-0.012,0.005,-0.001
11:07:18:821089,-0.105,-0.287,-0.218,-0.011,0.006,-0.001
11:07:18:826273,-0.098,-0.265,-0.393,-0.01,0.007,0
11:07:18:831348,-0.124,-0.236,-0.518,-0.009,0.008,0
11:07:18:836511,-0.154,-0.227,-0.546,-0.009,0.009,0
11:07:18:841617,-0.172,-0.227,-0.514,-0.008,0.009,0
11:07:18:846783,-0.159,-0.228,-0.451,-0.008,0.01,0
11:07:18:851948,-0.137,-0.235,-0.324,-0.008,0.01,0
11:07:18:857051,-0.146,-0.249,-0.244,-0.008,0.01,0
11:07:18:862210,-0.195,-0.276,-0.172,-0.008,0.011,0
11:07:18:867283,-0.232,-0.277,-0.192,-0.009,0.011,0
11:07:18:872459,-0.229,-0.254,-0.255,-0.008,0.012,0
11:07:18:877568,-0.204,-0.206,-0.375,-0.007,0.013,0
11:07:18:882731,-0.2,-0.184,-0.423,-0.006,0.013,0
11:07:18:887897,-0.221,-0.179,-0.38,-0.006,0.014,-0.001
11:07:18:893030,-0.238,-0.18,-0.273,-0.005,0.014,-0.003
11:07:18:898181,-0.242,-0.163,-0.083,-0.004,0.014,-0.004
11:07:18:903544,-0.23,-0.136,0,-0.003,0.014,-0.004
11:07:18:908713,-0.203,-0.091,0.009,0,0.013,-0.002
11:07:18:913886,-0.178,-0.06,-0.099,0,0.011,0
11:07:18:919018,-0.168,-0.051,-0.205,0,0.01,0.001
11:07:18:924179,-0.175,-0.066,-0.297,0,0.01,0.002
11:07:18:929294,-0.191,-0.096,-0.258,-0.001,0.011,0.001
11:07:18:934463,-0.205,-0.136,-0.14,-0.002,0.012,0
11:07:18:939600,-0.187,-0.113,-0.201,-0.003,0.013,0
11:07:18:944749,-0.177,-0.074,-0.341,-0.002,0.013,0
11:07:18:949914,-0.207,-0.053,-0.413,-0.003,0.014,0
11:07:18:955043,-0.256,-0.083,-0.258,-0.004,0.014,-0.001
11:07:18:960195,-0.32,-0.139,0.114,-0.006,0.015,-0.004
11:07:18:965295,-0.328,-0.147,0.281,-0.006,0.016,-0.005
11:07:18:970685,-0.288,-0.116,0.323,-0.006,0.015,-0.005
11:07:18:975791,-0.232,-0.096,0.266,-0.005,0.014,-0.002
11:07:18:980959,-0.214,-0.102,0.23,-0.003,0.013,0
11:07:18:986119,-0.226,-0.116,0.157,-0.003,0.013,0
11:07:18:991201,-0.245,-0.113,0.098,-0.002,0.012,0.001
11:07:18:996367,-0.249,-0.097,0.041,-0.003,0.012,0.001
11:07:19:1443,-0.212,-0.085,0.035,-0.004,0.012,0.001
11:07:19:6606,-0.184,-0.081,0.035,-0.005,0.012,0.001
11:07:19:11773,-0.155,-0.071,0.027,-0.005,0.012,0.001
11:07:19:16989,-0.14,-0.062,0.041,-0.005,0.012,0.001
11:07:19:22143,-0.109,-0.053,0.128,-0.004,0.011,0.001
11:07:19:27336,-0.09,-0.047,0.22,-0.002,0.01,0.002
11:07:19:32516,-0.084,-0.024,0.315,0,0.009,0.001
11:07:19:37697,-0.088,0.007,0.284,0,0.009,0.002
11:07:19:42866,-0.078,0.067,0.103,0.001,0.008,0.003
11:07:19:48036,-0.046,0.098,-0.017,0.002,0.005,0.004
11:07:19:53133,-0.035,0.088,0.045,0.003,0.004,0.004
11:07:19:58293,-0.047,0.057,0.259,0.004,0.003,0.003
11:07:19:63372,-0.051,0.058,0.31,0.005,0.003,0.004
11:07:19:68531,-0.029,0.077,0.206,0.006,0.003,0.005
11:07:19:73672,0.015,0.086,0.051,0.005,0.002,0.008
11:07:19:78844,0.027,0.065,0.061,0.003,0.002,0.008
11:07:19:83955,0.002,0.012,0.203,0,0.004,0.007
11:07:19:89119,-0.023,-0.016,0.275,-0.002,0.005,0.005
11:07:19:94282,-0.043,-0.034,0.247,-0.005,0.007,0.004
11:07:19:99433,-0.031,-0.03,0.101,-0.005,0.007,0.003
11:07:19:104599,-0.01,-0.016,0.001,-0.004,0.007,0.003
11:07:19:109768,0.04,0.017,-0.064,-0.001,0.006,0.003
11:07:19:114935,0.083,0.047,-0.01,0.001,0.005,0.005
11:07:19:120100,0.145,0.094,0.222,0.003,0.003,0.007
11:07:19:125619,0.172,0.125,0.405,0.004,0.002,0.007
11:07:19:130697,0.171,0.159,0.53,0.005,0.002,0.008
11:07:19:135768,0.127,0.161,0.412,0.005,0.002,0.01
11:07:19:140934,0.088,0.141,0.309,0.005,0.001,0.011
11:07:19:146107,0.035,0.093,0.329,0.004,0.001,0.011
11:07:19:151232,0.003,0.061,0.461,0.003,0.002,0.009
11:07:19:156364,-0.022,0.036,0.603,0.002,0.002,0.007
11:07:19:161504,-0.04,0.004,0.672,0.001,0.003,0.005
11:07:19:166647,-0.027,-0.017,0.536,0.001,0.003,0.005
11:07:19:171819,-0.009,-0.011,0.327,0.001,0.003,0.006
11:07:19:176910,-0.005,0.01,0.24,0.001,0.003,0.006
11:07:19:182075,-0.006,0.048,0.299,0.001,0.002,0.003
11:07:19:187178,0,0.057,0.45,0.002,0.002,0.001
11:07:19:192337,0.028,0.039,0.654,0.002,0.001,-0.001
11:07:19:197456,0.066,0.005,0.653,0.003,0,0
11:07:19:202627,0.084,-0.008,0.588,0.003,-0.001,0
11:07:19:207797,0.09,-0.004,0.568,0.003,-0.003,0.001
11:07:19:212968,0.082,0.015,0.616,0.003,-0.004,0.001
11:07:19:218135,0.075,0.054,0.65,0.003,-0.004,0.001
11:07:19:223218,0.091,0.078,0.604,0.004,-0.004,0.002
11:07:19:228388,0.142,0.101,0.489,0.005,-0.004,0.005
11:07:19:233484,0.187,0.108,0.417,0.006,-0.006,0.007
11:07:19:238653,0.196,0.105,0.418,0.006,-0.007,0.008
11:07:19:243821,0.179,0.096,0.49,0.006,-0.009,0.009
11:07:19:248988,0.156,0.096,0.557,0.007,-0.01,0.01
11:07:19:254154,0.109,0.12,0.57,0.009,-0.009,0.009
11:07:19:259266,0.053,0.159,0.396,0.01,-0.006,0.009
11:07:19:264346,0.011,0.172,0.237,0.01,-0.003,0.009
11:07:19:269442,-0.052,0.148,0.123,0.01,0,0.009
11:07:19:274593,-0.088,0.112,0.169,0.01,0,0.008
11:07:19:279731,-0.105,0.062,0.308,0.011,-0.001,0.007
11:07:19:284893,-0.087,0.05,0.372,0.01,-0.002,0.008
11:07:19:290027,-0.047,0.064,0.423,0.008,-0.002,0.008
11:07:19:295177,-0.033,0.079,0.462,0.007,-0.002,0.008
11:07:19:300336,-0.038,0.091,0.489,0.006,-0.001,0.007
11:07:19:305508,-0.043,0.089,0.362,0.006,0,0.006
11:07:19:310680,-0.037,0.088,0.204,0.006,0,0.006
11:07:19:315790,-0.033,0.087,0.069,0.006,0,0.006
11:07:19:321076,-0.046,0.084,0.041,0.005,0,0.004
11:07:19:326256,-0.081,0.084,0.201,0.005,0,0.003
11:07:19:331344,-0.112,0.11,0.374,0.007,0,0.002
11:07:19:336510,-0.118,0.148,0.449,0.008,0,0.002
11:07:19:341689,-0.106,0.209,0.521,0.009,0,0.002
11:07:19:346810,-0.093,0.23,0.547,0.01,0,0.003
11:07:19:351976,-0.084,0.217,0.541,0.011,0.001,0.004
11:07:19:357495,-0.09,0.188,0.523,0.011,0.001,0.005
11:07:19:362665,-0.103,0.141,0.541,0.011,0.001,0.004
11:07:19:367830,-0.101,0.115,0.599,0.01,0.001,0.004
11:07:19:373003,-0.097,0.119,0.59,0.009,0.001,0.004
11:07:19:378091,-0.099,0.151,0.427,0.007,0.002,0.005
11:07:19:383216,-0.104,0.174,0.254,0.007,0.003,0.006
11:07:19:388384,-0.096,0.175,0.035,0.007,0.002,0.007
11:07:19:393559,-0.061,0.133,-0.017,0.007,0,0.008
11:07:19:398725,-0.039,0.096,0.041,0.007,0,0.007
11:07:19:403894,-0.034,0.058,0.205,0.007,0,0.005
11:07:19:409063,-0.049,0.045,0.322,0.006,0,0.004
11:07:19:414224,-0.068,0.035,0.465,0.006,0,0.002
11:07:19:419380,-0.077,0.024,0.562,0.005,0,0.001
11:07:19:424803,-0.096,0.02,0.59,0.005,0.001,0
11:07:19:429963,-0.156,0.036,0.519,0.006,0.001,0.001
11:07:19:435409,-0.191,0.061,0.388,0.007,0.002,0.003
11:07:19:440580,-0.18,0.085,0.183,0.006,0.005,0.006
11:07:19:445751,-0.124,0.053,0.168,0.003,0.008,0.007
11:07:19:450918,-0.12,0,0.276,0.004,0.006,0.006
11:07:19:456177,-0.21,-0.082,0.409,0.018,-0.006,0.003
11:07:19:461260,-0.335,-0.115,0.286,0.043,-0.023,0
11:07:19:466346,-0.371,-0.091,0.097,0.056,-0.031,0
11:07:19:471464,-0.319,-0.001,-0.087,0.06,-0.032,0
11:07:19:476893,-0.238,0.069,-0.035,0.053,-0.027,0
11:07:19:482063,-0.112,0.148,0.228,0.039,-0.02,-0.001
11:07:19:487237,-0.019,0.192,0.448,0.032,-0.018,-0.003
11:07:19:492401,0.018,0.218,0.489,0.031,-0.019,-0.004
11:07:19:497560,0.04,0.256,0.424,0.033,-0.02,-0.006
11:07:19:502725,0.04,0.269,0.321,0.034,-0.02,-0.007
11:07:19:507896,0.041,0.269,0.103,0.034,-0.021,-0.007
11:07:19:513508,0.051,0.267,-0.026,0.033,-0.022,-0.007
11:07:19:518581,0.073,0.26,-0.045,0.033,-0.023,-0.007
11:07:19:523727,0.099,0.237,0.13,0.033,-0.024,-0.008
11:07:19:529190,0.121,0.225,0.207,0.033,-0.025,-0.008
11:07:19:534542,0.16,0.252,0.093,0.032,-0.024,-0.006
11:07:19:539699,0.197,0.314,-0.165,0.033,-0.023,-0.003
11:07:19:544853,0.224,0.338,-0.261,0.035,-0.023,-0.002
11:07:19:550034,0.273,0.33,-0.188,0.039,-0.024,0
11:07:19:555166,0.315,0.319,0.036,0.042,-0.024,0
11:07:19:560324,0.322,0.333,0.169,0.042,-0.023,-0.001
11:07:19:565480,0.297,0.369,0.253,0.041,-0.021,0
11:07:19:570647,0.272,0.386,0.231,0.04,-0.018,0
11:07:19:575814,0.258,0.398,0.145,0.038,-0.013,0.002
11:07:19:580981,0.274,0.4,0.103,0.036,-0.008,0.003
11:07:19:586147,0.311,0.391,0.132,0.033,-0.001,0.004
11:07:19:591308,0.309,0.37,0.279,0.03,0.006,0.004
11:07:19:596471,0.283,0.36,0.381,0.027,0.009,0.004
11:07:19:601636,0.254,0.363,0.419,0.023,0.005,0.004
11:07:19:606798,0.268,0.375,0.365,0.021,-0.003,0.005
11:07:19:611964,0.339,0.409,0.269,0.02,-0.022,0.006
11:07:19:617105,0.408,0.449,0.21,0.02,-0.032,0.007
11:07:19:622268,0.527,0.526,0.004,0.016,-0.036,0.009
11:07:19:627445,0.66,0.567,-0.42,0.012,-0.028,0.012
11:07:19:632611,0.755,0.552,-0.73,0.011,-0.02,0.013
11:07:19:637779,0.901,0.492,-1.035,0.015,-0.011,0.011
11:07:19:642944,0.986,0.458,-1.115,0.021,-0.007,0.008
11:07:19:648106,1.063,0.443,-1.166,0.028,-0.002,0.004
11:07:19:653232,1.085,0.452,-1.25,0.033,0,0.002
11:07:19:658396,1.102,0.456,-1.345,0.036,0,0.001
11:07:19:663466,1.167,0.455,-1.532,0.042,-0.001,0.001
11:07:19:668559,1.224,0.455,-1.655,0.047,-0.003,0.001
11:07:19:673700,1.275,0.459,-1.742,0.051,-0.005,0.001
