Time,FT1,FT2,FT3,FT4,FT5,FT6
10:59:37:523618,0,0,0,0,0,0
10:59:37:528846,0,0,0,0,0,0
10:59:37:533908,0,0,0,0,0,0
10:59:37:539074,0,0,0,0,0,0
10:59:37:544681,0,0,0,0,0,0
10:59:37:550181,0,0,0,0,0,0
10:59:37:555264,0,0,0,0,0,0
10:59:37:560860,0,0,0,0,0,0
10:59:37:566495,0,0,0,0,0,0
10:59:37:572069,0,0,0,0,0,0
10:59:37:577401,0,0,0,0,0,0
10:59:37:582691,0,0,0,0,0,0
10:59:37:588314,0,0,0,0,0,0
10:59:37:593894,0,0,0,0,0,0
10:59:37:599060,0,0,0,0,0,0
10:59:37:604677,0,0,0,0,0,0
10:59:37:610179,0,0,0,0,0,0
10:59:37:615467,0,0,0,0,0,0
10:59:37:620832,0,0,0,0,0,0
10:59:37:625969,0,0,0,0,0,0
10:59:37:631047,0,0,0,0,0,0
10:59:37:636135,0,0,0,0,0,0
10:59:37:641245,0,0,0,0,0,0
10:59:37:646355,0,0,0,0,0,0
10:59:37:651437,0,0,0,0,0,0
10:59:37:656517,0,0,0,0,0,0
10:59:37:661644,0,0,0,0,0,0
10:59:37:666741,0,0,0,0,0,0
10:59:37:671865,0,0,0,0,0,0
10:59:37:676958,0,0,0,0,0,0
10:59:37:682040,0,0,0,0,0,0
10:59:37:687169,0,0,0,0,0,0
10:59:37:692315,0,0,0,0,0,0
10:59:37:697465,0,0,0,0,0,0
10:59:37:702589,0,0,0,0,0,0
10:59:37:708146,0,0,0,0,0,0
10:59:37:713713,0,0,0,0,0,0
10:59:37:718865,0,0,0,0,0,0
10:59:37:724430,0,0,0,0,0,0
10:59:37:730011,0,0,0,0,0,0
10:59:37:735140,0,0,0,0,0,0
10:59:37:740705,0,0,0,0,0,0
10:59:37:746113,0,0,0,0,0,0
10:59:37:751540,0,0,0,0,0,0
10:59:37:757145,0,0,0,0,0,0
10:59:37:762445,0,0,0,0,0,0
10:59:37:767948,0,0,0,0,0,0
10:59:37:773548,0,0,0,0,0,0
10:59:37:778706,0,0,0,0,0,0
10:59:37:784330,0,0,0,0,0,0
10:59:37:789801,0,0,0,0,0,0
10:59:37:794930,0,0,0,0,0,0
10:59:37:800552,0,0,0,0,0,0
10:59:37:806140,0,0,0,0,0,0
10:59:37:811653,0,0,0,0,0,0
10:59:37:816835,0,0,0,0,0,0
10:59:37:821925,0,0,0,0,0,0
10:59:37:827556,0,0,0,0,0,0
10:59:37:832697,0,0,0,0,0,0
10:59:37:838130,0,0,0,0,0,0
10:59:37:843663,0,0,0,0,0,0
10:59:37:849290,0,0,0,0,0,0
10:59:37:854403,0,0,0,0,0,0
10:59:37:859947,0,0,0,0,0,0
10:59:37:865533,0,0,0,0,0,0
10:59:37:870700,0,0,0,0,0,0
10:59:37:876199,0,0,0,0,0,0
10:59:37:881787,0,0,0,0,0,0
10:59:37:886941,0,0,0,0,0,0
10:59:37:892022,0,0,0,0,0,0
10:59:37:897608,0,0,0,0,0,0
10:59:37:903181,0,0,0,0,0,0
10:59:37:908328,0,0,0,0,0,0
10:59:37:913932,0,0,0,0,0,0
10:59:37:919077,0,0,0,0,0,0
10:59:37:924238,0,0,0,0,0,0
10:59:37:929406,0,0,0,0,0,0
10:59:37:934554,0,0,0,0,0,0
10:59:37:939708,0,0,0,0,0,0
10:59:37:944868,0,0,0,0,0,0
10:59:37:949994,0,0,0,0,0,0
10:59:37:955145,0.112,0.107,-0.212,-0.002,0.004,0.001
10:59:37:960590,0.142,0.092,-0.245,-0.002,0.004,0.001
10:59:37:965692,0.212,0.087,-0.231,-0.001,0.003,0.001
10:59:37:970843,0.249,0.1,-0.279,-0.001,0.002,0.002
10:59:37:976000,0.231,0.105,-0.312,-0.001,0.002,0.001
10:59:37:981152,0.158,0.1,-0.236,-0.002,0.001,0.001
10:59:37:986283,0.11,0.092,-0.109,-0.002,0.001,0
10:59:37:991436,0.075,0.077,0.045,-0.002,0.001,0
10:59:37:996572,0.07,0.063,0.046,-0.002,0.001,0
10:59:38:1724,0.059,0.041,-0.085,-0.001,0.001,0
10:59:38:6897,0.042,0.045,-0.214,-0.001,0.001,0.001
10:59:38:12076,0.037,0.065,-0.211,-0.001,0.002,0.001
10:59:38:17233,0.037,0.088,-0.033,-0.002,0.002,0
10:59:38:22566,0.034,0.08,0.14,-0.002,0.002,0
10:59:38:27730,0.023,0.048,0.276,-0.002,0.002,-0.001
10:59:38:32815,0.028,0.038,0.115,-0.002,0.002,0
10:59:38:37895,0.044,0.042,-0.069,-0.001,0.001,0
10:59:38:43061,0.069,0.035,-0.195,0,0.001,0.001
10:59:38:48214,0.074,0.022,-0.139,0,0,0.001
10:59:38:53373,0.062,0.022,-0.058,0,0,0.001
10:59:38:58452,0.046,0.048,-0.161,0,0.001,0.001
10:59:38:63538,0.045,0.056,-0.243,0,0.001,0.002
10:59:38:68706,0.06,0.033,-0.19,0,0.001,0.002
10:59:38:73878,0.074,0.01,-0.068,0,0.001,0.001
10:59:38:79046,0.081,-0.003,0.04,-0.001,0.001,0
10:59:38:84211,0.071,0.002,0.016,-0.001,0.001,0
10:59:38:89368,0.043,0.018,-0.078,0,0,0
10:59:38:94519,0.025,0.031,-0.16,0,0,0.001
10:59:38:99687,0.032,0.037,-0.221,0,0,0.002
10:59:38:104852,0.075,0.032,-0.311,0,0,0.003
10:59:38:109936,0.105,0.013,-0.31,0,0,0.003
10:59:38:115100,0.109,-0.019,-0.177,0,0,0.002
10:59:38:120274,0.083,-0.024,-0.07,0,0,0.001
10:59:38:125432,0.041,0.008,-0.04,0,0,0
10:59:38:130606,0.047,0.052,-0.136,0,0,0.001
10:59:38:135713,0.07,0.054,-0.163,0,0.001,0.001
10:59:38:140810,0.098,0.018,-0.087,0,0.001,0.001
10:59:38:145897,0.102,-0.004,-0.028,0,0.001,0
10:59:38:151171,0.094,-0.001,-0.028,0,0.001,0
10:59:38:156304,0.068,0.03,-0.067,0,0.002,0
10:59:38:161471,0.045,0.039,-0.054,0,0.002,0
10:59:38:166607,0.033,0.027,-0.003,0,0.002,0
10:59:38:171773,0.061,-0.019,0.093,0,0.002,0
10:59:38:176942,0.131,-0.064,0.152,0,0.002,0
10:59:38:182114,0.167,-0.077,0.15,0,0.002,0
10:59:38:187274,0.163,-0.077,0.11,0.001,0.001,0
10:59:38:192359,0.089,-0.073,0.11,0.001,0.001,0
10:59:38:197512,0.028,-0.075,0.15,0.001,0.001,0
10:59:38:202679,-0.028,-0.077,0.184,0.001,0,0
10:59:38:207846,-0.031,-0.075,0.145,0.001,0.001,0
10:59:38:213024,0.003,-0.077,0.034,0.001,0.001,0
10:59:38:218189,0.032,-0.085,-0.016,0.001,0,0
10:59:38:223347,0.052,-0.089,-0.029,0.001,0,0
10:59:38:228523,0.025,-0.063,-0.038,0.002,-0.001,0
10:59:38:233715,-0.004,-0.04,-0.068,0.002,-0.001,0.001
10:59:38:238884,-0.023,-0.033,-0.126,0.003,-0.001,0.001
10:59:38:244141,-0.009,-0.051,-0.138,0.003,-0.002,0.001
