Time,FT1,FT2,FT3,FT4,FT5,FT6
11:00:15:57687,0.027,-0.033,-0.189,0.001,0,0
11:00:15:63069,0.027,-0.007,-0.148,0.001,0,0
11:00:15:68236,0.033,0.011,-0.014,0,0,-0.001
11:00:15:73407,0.018,0.002,0.017,0,0,-0.001
11:00:15:78577,-0.006,-0.008,-0.046,0.001,0,-0.001
11:00:15:83826,-0.034,-0.023,-0.124,0,0,-0.001
11:00:15:88910,-0.013,-0.034,-0.088,0,0.001,-0.001
11:00:15:94073,0.026,-0.036,-0.076,0,0.001,0
11:00:15:99224,0.068,-0.033,-0.137,0,0.001,0
11:00:15:104375,0.099,-0.026,-0.327,0.001,0.001,0.001
11:00:15:109540,0.087,-0.02,-0.444,0.001,0.001,0.001
11:00:15:114668,0.076,-0.017,-0.415,0.001,0.002,0.001
11:00:15:119832,0.076,-0.017,-0.256,0,0.003,0
11:00:15:124910,0.089,-0.034,-0.114,0,0.003,-0.001
11:00:15:130073,0.096,-0.05,-0.09,0,0.004,-0.001
11:00:15:135226,0.103,-0.07,-0.119,0.001,0.003,-0.001
11:00:15:140395,0.107,-0.078,-0.114,0.001,0.003,-0.001
11:00:15:145470,0.112,-0.087,-0.041,0.002,0.002,-0.001
11:00:15:150640,0.109,-0.088,-0.008,0.002,0.002,-0.001
11:00:15:155802,0.079,-0.066,-0.061,0.002,0.002,-0.001
11:00:15:160877,0.022,-0.032,-0.154,0.001,0.002,0
11:00:15:166004,-0.005,-0.021,-0.177,0.002,0.002,0
11:00:15:171183,0.002,-0.03,-0.171,0.002,0,0
11:00:15:176336,0.025,-0.046,-0.166,0.003,0,0
11:00:15:181464,0.019,-0.076,-0.126,0.003,-0.001,0
11:00:15:186813,-0.027,-0.099,-0.059,0.003,-0.001,-0.001
11:00:15:191884,-0.102,-0.118,0.045,0.002,-0.001,-0.002
11:00:15:196982,-0.111,-0.108,0.068,0.002,-0.001,-0.002
11:00:15:202146,-0.061,-0.071,0.026,0.002,-0.002,-0.001
11:00:15:207301,-0.021,-0.061,-0.016,0.003,-0.003,0
11:00:15:212478,-0.038,-0.086,0.008,0.002,-0.003,0
11:00:15:217655,-0.103,-0.141,0.129,0.002,-0.003,-0.002
11:00:15:222742,-0.134,-0.157,0.21,0.001,-0.002,-0.002
11:00:15:227885,-0.135,-0.121,0.202,0.001,-0.002,-0.002
11:00:15:233050,-0.121,-0.047,0.026,0,-0.002,-0.001
11:00:15:238209,-0.124,-0.012,-0.102,0,-0.002,0
11:00:15:243293,-0.139,-0.009,-0.152,0,-0.003,0
11:00:15:248406,-0.145,-0.03,-0.058,0,-0.003,0
11:00:15:253556,-0.159,-0.054,0.159,0,-0.002,-0.002
11:00:15:258662,-0.192,-0.038,0.232,-0.001,-0.002,-0.004
11:00:15:263824,-0.213,-0.012,0.161,-0.002,-0.001,-0.004
11:00:15:268995,-0.217,0.015,0.056,-0.002,-0.001,-0.003
11:00:15:274162,-0.205,0.019,0.079,-0.003,-0.001,-0.003
11:00:15:279315,-0.189,0.024,0.181,-0.003,-0.002,-0.003
11:00:15:284486,-0.191,0.04,0.182,-0.003,-0.002,-0.003
11:00:15:289657,-0.203,0.07,0.07,-0.003,-0.003,-0.001
11:00:15:294783,-0.217,0.076,0.022,-0.003,-0.003,-0.001
11:00:15:299943,-0.228,0.06,0.061,-0.002,-0.003,-0.001
11:00:15:305100,-0.249,0.03,0.064,-0.001,-0.003,-0.002
11:00:15:310298,-0.253,0.02,-0.047,0,-0.003,-0.001
11:00:15:315464,-0.231,0.015,-0.257,0,-0.003,0.001
11:00:15:320668,-0.203,0.007,-0.277,0,-0.003,0.001
11:00:15:325848,-0.174,-0.019,-0.062,0.001,-0.003,0
11:00:15:330923,-0.18,-0.047,0.208,0.001,-0.004,-0.002
11:00:15:336089,-0.202,-0.061,0.306,0.001,-0.005,-0.003
11:00:15:341165,-0.248,-0.088,0.36,0.001,-0.005,-0.004
11:00:15:346326,-0.271,-0.108,0.371,0,-0.005,-0.004
11:00:15:351483,-0.256,-0.117,0.32,0,-0.005,-0.004
11:00:15:356703,-0.214,-0.098,0.233,0,-0.005,-0.003
11:00:15:361874,-0.158,-0.059,0.132,0,-0.005,-0.002
11:00:15:366949,-0.168,-0.047,0.143,0,-0.005,-0.002
11:00:15:372113,-0.196,-0.048,0.15,0,-0.005,-0.002
11:00:15:377256,-0.216,-0.032,0.079,0,-0.003,-0.002
11:00:15:382428,-0.21,-0.013,0.024,0,-0.002,-0.001
11:00:15:387598,-0.209,-0.002,0.021,0,-0.002,-0.001
11:00:15:392689,-0.226,-0.016,0.055,-0.001,-0.002,-0.001
11:00:15:397792,-0.232,-0.02,0.06,-0.001,-0.002,-0.001
11:00:15:402954,-0.229,0.004,0.102,-0.001,-0.002,-0.002
11:00:15:408110,-0.226,0.036,0.187,-0.002,-0.001,-0.003
11:00:15:413245,-0.206,0.065,0.287,-0.002,0,-0.004
11:00:15:418423,-0.163,0.07,0.34,-0.002,0,-0.003
11:00:15:423589,-0.067,0.023,0.222,-0.001,0,-0.001
11:00:15:428749,-0.001,-0.026,0.053,0,0,0
11:00:15:433922,0.004,-0.036,-0.013,0,0,0.001
11:00:15:439003,-0.008,-0.023,-0.032,0,0.001,0.001
11:00:15:444172,-0.001,-0.01,-0.03,0,0.001,0.001
11:00:15:449328,0.03,0.001,-0.063,0.001,0.001,0.001
11:00:15:454496,0.043,0.004,-0.084,0.001,0.001,0.001
11:00:15:459665,0.034,-0.009,-0.009,0.002,0.001,0
